,0,p_value
1448459711,0.190865009,0.054903897
1448459726,0.112125332,0.128672589
1448459741,0.086669047,0.03461926
1448459756,0.163546826,0.172578332
1448459771,0.139395469,0.054845907
1448459786,0.077221101,0.070710905
1448459801,0.104315604,0.223048549
1448459816,0.079783246,0.58986946
1448459831,0.038932477,0.235699354
1448459846,0.064827847,0.181837278
1448459861,0.064867433,0.083815048
1448459876,0.065417268,0.218646429
1448459891,0.126881962,0.282714098
1448459906,0.18967755,0.096859964
1448459921,0.238579257,0.027734817
1448459936,0.315572126,0.078345042
1448459951,0.430028419,0.004889927
1448459966,0.466483511,0.020279026
1448459981,0.3494426,0.006315184
1448459996,0.251200617,0.044216208
1448460011,0.148167084,0.179289966
1448460026,0.02887207,0.291461761
1448460041,0.007981054,0.75480145
1448460056,0.014381113,0.675842303
1448460071,0.059683741,0.49518725
1448460086,0.095199386,0.245333435
1448460101,0.066598246,0.677686254
1448460116,0,0.197327311
